library,scheme,N,category,scenario,operation,metric,mean,std,ci_low,ci_high,median,iqr_low,iqr_high,flag
SEAL,BFV,4096,5,standard,multiply,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,4096,5,standard,relinearize,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,1,standard,add,latency_ms,0.057591025,0.0015041209206424003,0.05729257477720256,0.057889475222797436,0.05769025,0.056504399999999996,0.058100125,
SEAL,BFV,8192,1,standard,add,energy_pkg_j_per_op,0.10563755355238094,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,add,peak_memory_mb,767.71875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,decrypt,latency_ms,0.80449074,0.009011734345369664,0.8027026163948724,0.8062788636051276,0.802099,0.7996477499999999,0.80509775,
SEAL,BFV,8192,1,standard,decrypt,energy_pkg_j_per_op,0.06969311258095238,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,decrypt,peak_memory_mb,392.66796875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,encrypt,latency_ms,2.5483791,0.10747435799507965,2.5270538557005295,2.5697043442994705,2.49739,2.475205,2.5768524999999998,
SEAL,BFV,8192,1,standard,encrypt,energy_pkg_j_per_op,0.05994901534285715,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,encrypt,peak_memory_mb,79.40234375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,keygen,latency_ms,66.075669,1.2260628441960808,65.83239153208359,66.31894646791642,66.21475000000001,65.217775,66.8118,
SEAL,BFV,8192,1,standard,keygen,energy_pkg_j_per_op,0.002094566942857143,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,keygen,peak_memory_mb,16.38671875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,multiply,latency_ms,8.6504691,0.2021249240180014,8.610363129942536,8.690575070057465,8.608805,8.5722375,8.670825,
SEAL,BFV,8192,1,standard,multiply,energy_pkg_j_per_op,0.2897127172380952,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,multiply,peak_memory_mb,772.17578125,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,relinearize,latency_ms,2.1011471999999998,0.07470509714574741,2.0863240879873497,2.11597031201265,2.0839049999999997,2.0590675000000003,2.1165575,
SEAL,BFV,8192,1,standard,relinearize,energy_pkg_j_per_op,0.3569524028666667,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,1,standard,relinearize,peak_memory_mb,584.5390625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,add,latency_ms,0.037927054,0.001647844962515858,0.03760008580917898,0.038254022190821024,0.0376376,0.0367657,0.0388381,
SEAL,BFV,8192,3,standard,add,energy_pkg_j_per_op,0.08593870073333335,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,add,peak_memory_mb,513.3046875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,decrypt,latency_ms,0.59737887,0.011706437840014405,0.5950560587595151,0.599701681240485,0.5937475,0.59004225,0.6010865000000001,
SEAL,BFV,8192,3,standard,decrypt,energy_pkg_j_per_op,0.061671306276190475,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,decrypt,peak_memory_mb,263.40625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,encrypt,latency_ms,1.8975252,0.013242187518028348,1.8948976627050642,1.9001527372949358,1.895385,1.8925200000000002,1.8980175,
SEAL,BFV,8192,3,standard,encrypt,energy_pkg_j_per_op,0.042070472457142856,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,encrypt,peak_memory_mb,75.390625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,keygen,latency_ms,44.932293,0.9622886188197912,44.74135406102191,45.123231938978094,45.094,44.375175,45.4879,
SEAL,BFV,8192,3,standard,keygen,energy_pkg_j_per_op,0.0011973154571428572,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,keygen,peak_memory_mb,12.21875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,multiply,latency_ms,6.0166428,0.035142344255293737,6.009669796481016,6.023615803518983,6.00849,5.99979,6.015057499999999,
SEAL,BFV,8192,3,standard,multiply,energy_pkg_j_per_op,0.2119096105904762,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,multiply,peak_memory_mb,516.37890625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,relinearize,latency_ms,1.31805,0.051923733134533606,1.3077472048524807,1.3283527951475191,1.300115,1.2892325,1.323005,
SEAL,BFV,8192,3,standard,relinearize,energy_pkg_j_per_op,0.27267153295238095,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,3,standard,relinearize,peak_memory_mb,391.27734375,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,add,latency_ms,0.019406131,0.001068998780384541,0.01919401844987358,0.01961824355012642,0.01892835,0.018682675000000003,0.020409625,HIGH_VARIANCE
SEAL,BFV,8192,5,standard,add,energy_pkg_j_per_op,0.06658558417142857,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,add,peak_memory_mb,259.3671875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,decrypt,latency_ms,0.34101279,0.0027947063462043986,0.34045825962931553,0.3415673203706845,0.34031449999999996,0.33984925,0.34120675,
SEAL,BFV,8192,5,standard,decrypt,energy_pkg_j_per_op,0.040651781723809524,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,decrypt,peak_memory_mb,134.48046875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,encrypt,latency_ms,1.5987594,0.0532893282818171,1.5881856411484565,1.6093331588515436,1.58425,1.5651375,1.62565,
SEAL,BFV,8192,5,standard,encrypt,energy_pkg_j_per_op,0.038577573161904764,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,encrypt,peak_memory_mb,71.421875,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,keygen,latency_ms,26.619807,0.8510579538783453,26.450938638113215,26.78867536188679,26.74595,26.302599999999998,27.126549999999998,
SEAL,BFV,8192,5,standard,keygen,energy_pkg_j_per_op,0.0008873079142857144,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,keygen,peak_memory_mb,8.140625,,,,,,,n=1_invocation_not_repeated
SEAL,BFV,8192,5,standard,multiply,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BFV,8192,5,standard,relinearize,latency_ms,,,,,,,,skipped_depth0_undefined_at_this_config
SEAL,BGV,16384,1,standard,add,latency_ms,0.37861167,0.09485914229237767,0.35978955818505165,0.3974337818149484,0.3501885,0.333122,0.410103,HIGH_VARIANCE
SEAL,BGV,16384,1,standard,add,energy_pkg_j_per_op,0.23577769504761906,,,,,,,n=1_invocation_not_repeated
SEAL,BGV,16384,1,standard,add,peak_memory_mb,4024.20703125,,,,,,,n=1_invocation_not_repeated
